apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
44.03,,2013-12-08 16:00:00,9.87,0.2,clear-night,0,0,,Clear,48.78,1386489600,,6.206,309.0,14.99,11.52
40.95,0.63,2013-12-08 17:00:00,11.15,0.23,partly-cloudy-night,0,0,1020.01,Mostly Cloudy,46.58,1386493200,0.0,6.206,318.0,22.56,12.55
37.37,,2013-12-08 18:00:00,10.95,0.25,clear-night,0,0,,Clear,44.13,1386496800,0.0,6.206,290.0,18.98,14.13
34.37,,2013-12-08 19:00:00,9.26,0.25,clear-night,0,0,,Clear,42.77,1386500400,0.0,6.206,315.0,30.49,18.91
31.26,0.75,2013-12-08 20:00:00,8.72,0.26,partly-cloudy-night,0,0,1023.51,Mostly Cloudy,40.86,1386504000,0.0,6.206,331.0,33.18,21.52
30.23,,2013-12-08 21:00:00,8.25,0.27,clear-night,0,0,,Clear,39.5,1386507600,0.0,6.206,309.0,27.85,18.38
29.36,,2013-12-08 22:00:00,8.12,0.28,clear-night,0,0,,Clear,38.12,1386511200,0.0,6.206,331.0,28.47,15.22
29.38,,2013-12-08 23:00:00,8.04,0.29,clear-night,0,0,1024.42,Clear,37.59,1386514800,0.0,6.206,322.0,21.0,13.15
27.82,,2013-12-09 00:00:00,7.91,0.3,clear-night,0,0,,Clear,36.2,1386518400,0.0,6.206,322.0,22.0,12.62
27.42,,2013-12-09 01:00:00,8.25,0.31,clear-night,0,0,,Clear,36.2,1386522000,0.0,6.206,331.0,22.0,13.7
27.01,,2013-12-09 02:00:00,8.08,0.32,clear-night,0,0,1025.32,Clear,34.84,1386525600,0.0,6.206,328.0,18.98,10.51
25.17,,2013-12-09 03:00:00,9.72,0.37,clear-night,0,0,,Clear,33.17,1386529200,0.0,6.206,339.0,18.98,10.01
27.39,,2013-12-09 04:00:00,7.78,0.31,clear-night,0,0,,Clear,35.68,1386532800,0.0,6.206,330.0,14.99,12.06
26.32,,2013-12-09 05:00:00,7.1,0.3,clear-night,0,0,1024.89,Clear,35.15,1386536400,0.0,6.206,342.0,13.05,13.05
25.04,,2013-12-09 06:00:00,6.1,0.3,clear-night,0,0,,Clear,34.3,1386540000,0.0,6.206,336.0,19.99,13.61
25.61,,2013-12-09 07:00:00,6.45,0.32,clear-night,0,0,,Clear,33.49,1386543600,0.0,6.206,342.0,10.99,9.93
26.61,,2013-12-09 08:00:00,6.45,0.31,clear-night,0,0,1025.61,Clear,34.3,1386547200,,6.206,342.0,13.0,9.93
28.05,,2013-12-09 09:00:00,6.58,0.28,clear-night,0,0,,Clear,36.52,1386550800,,6.206,321.0,14.0,13.09
29.77,,2013-12-09 10:00:00,5.49,0.25,clear-night,0,0,,Clear,37.88,1386554400,,6.206,343.0,14.99,13.09
32.02,,2013-12-09 11:00:00,5.71,0.24,clear-night,0,0,1025.7,Clear,39.79,1386558000,,6.206,333.0,13.59,13.59
34.68,,2013-12-09 12:00:00,3.3,0.2,clear-night,0,0,,Clear,41.16,1386561600,,6.206,328.0,13.0,10.97
37.05,,2013-12-09 13:00:00,5.47,0.21,clear-night,0,0,,Clear,43.06,1386565200,,6.206,333.0,19.37,10.97
36.21,,2013-12-09 14:00:00,5.04,0.21,clear-night,0,0,1022.61,Clear,42.23,1386568800,,6.206,280.0,23.13,10.48
35.27,,2013-12-09 15:00:00,4.6,0.21,clear-night,0,0,,Clear,42.23,1386572400,,6.206,297.0,21.52,13.12
36.43,,2013-12-09 16:00:00,4.6,0.21,clear-night,0,0,,Clear,42.23,1386576000,,6.206,285.0,13.0,9.93
35.99,,2013-12-09 17:00:00,4.56,0.22,clear-night,0,0,1022.61,Clear,40.86,1386579600,0.0,6.206,300.0,17.81,7.33
37.82,,2013-12-09 18:00:00,5.36,0.25,clear-night,0,0,,Clear,37.82,1386583200,0.0,6.206,5.0,4.99,2.61
36.16,,2013-12-09 19:00:00,9.12,0.32,clear-night,0,0,,Clear,36.16,1386586800,0.0,6.206,359.0,6.0,2.64
33.42,,2013-12-09 20:00:00,10.62,0.38,clear-night,0,0,1022.92,Clear,33.42,1386590400,0.0,6.206,80.0,2.01,1.04
31.52,,2013-12-09 21:00:00,8.73,0.38,clear-night,0,0,,Clear,31.52,1386594000,0.0,6.206,71.0,1.04,1.04
32.35,,2013-12-09 22:00:00,8.73,0.37,clear-night,0,0,,Clear,32.35,1386597600,0.0,6.206,,2.01,0.0
30.43,,2013-12-09 23:00:00,9.42,0.41,clear-night,0,0,1022.48,Clear,30.43,1386601200,0.0,6.206,5.0,2.99,2.61
29.91,,2013-12-10 00:00:00,8.95,0.41,clear-night,0,0,,Clear,29.91,1386604800,0.0,6.206,11.0,2.99,1.04
27.16,,2013-12-10 01:00:00,11.28,0.51,clear-night,0,0,,Clear,27.16,1386608400,0.0,6.206,11.0,4.0,2.08
23.28,,2013-12-10 02:00:00,10.47,0.49,clear-night,0,0,1021.41,Clear,26.87,1386612000,0.0,6.206,25.0,7.01,3.15
20.15,,2013-12-10 03:00:00,9.12,0.48,clear-night,0,0,,Clear,26.32,1386615600,0.0,6.206,28.0,8.99,5.26
28.0,,2013-12-10 04:00:00,10.8,0.48,clear-night,0,0,,Clear,28.0,1386619200,0.0,6.206,0.0,2.08,2.08
26.63,,2013-12-10 05:00:00,10.3,0.5,clear-night,0,0,1019.69,Clear,26.63,1386622800,0.0,6.206,7.0,4.0,2.61
27.46,,2013-12-10 06:00:00,11.66,0.51,clear-night,0,0,,Clear,27.46,1386626400,0.0,6.206,350.0,4.99,1.04
27.46,,2013-12-10 07:00:00,11.4,0.5,clear-night,0,0,,Clear,27.46,1386630000,0.0,6.206,0.0,2.08,2.08
28.3,0.88,2013-12-10 08:00:00,11.66,0.49,cloudy,0,0,1019.22,Overcast,28.3,1386633600,0.0,6.206,,0.0,0.0
29.13,,2013-12-10 09:00:00,13.2,0.51,clear-night,0,0,,Clear,29.13,1386637200,,6.206,23.0,4.0,2.61
30.8,,2013-12-10 10:00:00,12.12,0.45,clear-night,0,0,,Clear,30.8,1386640800,,6.206,341.0,2.08,2.08
31.09,0.88,2013-12-10 11:00:00,10.32,0.37,cloudy,0,0,1018.3,Overcast,33.75,1386644400,1.0,6.206,286.0,4.99,3.15
33.72,,2013-12-10 12:00:00,5.4,0.23,clear-night,0,0,,Clear,40.86,1386648000,,6.206,292.0,19.56,12.58
33.1,,2013-12-10 13:00:00,4.56,0.21,clear-night,0,0,,Clear,41.69,1386651600,,6.206,282.0,29.93,18.33
34.34,0.25,2013-12-10 14:00:00,4.16,0.2,partly-cloudy-day,0,0,1017.31,Partly Cloudy,42.23,1386655200,1.0,6.206,308.0,27.31,16.22
33.79,,2013-12-10 15:00:00,0.71,0.17,clear-night,0,0,,Clear,42.23,1386658800,,6.206,323.0,24.2,18.33
31.33,,2013-12-10 16:00:00,-0.22,0.18,clear-night,0,0,,Clear,40.32,1386662400,,6.206,337.0,29.89,18.3
28.76,,2013-12-10 17:00:00,-0.22,0.19,clear-night,0,0,1019.49,Clear,38.97,1386666000,0.0,6.206,323.0,34.19,21.52
27.35,,2013-12-10 18:00:00,-0.22,0.2,clear-night,0,0,,Clear,37.04,1386669600,0.0,6.206,320.0,29.93,17.24
25.74,,2013-12-10 19:00:00,0.59,0.22,clear-night,0,0,,Clear,35.68,1386673200,0.0,6.206,317.0,27.81,16.77
26.05,,2013-12-10 20:00:00,1.42,0.23,clear-night,0,0,1022.01,Clear,35.68,1386676800,0.0,6.206,336.0,28.89,15.77
24.29,,2013-12-10 21:00:00,0.96,0.24,clear-night,0,0,,Clear,34.3,1386680400,0.0,6.206,327.0,18.98,15.74
24.84,,2013-12-10 22:00:00,1.8,0.25,clear-night,0,0,,Clear,34.3,1386684000,0.0,6.206,306.0,18.0,14.15
20.85,,2013-12-10 23:00:00,-5.78,0.18,clear-night,0,0,1023.42,Clear,33.55,1386687600,0.0,6.206,341.0,33.54,24.6
19.06,,2013-12-11 00:00:00,-3.98,0.21,clear-night,0,0,,Clear,31.79,1386691200,0.0,6.206,330.0,33.54,22.38
21.08,,2013-12-11 01:00:00,-2.21,0.23,clear-night,0,0,,Clear,31.79,1386694800,0.0,6.206,341.0,33.54,15.65
18.71,,2013-12-11 02:00:00,-3.98,0.22,clear-night,0,0,1023.1,Clear,29.94,1386698400,0.0,6.206,341.0,,15.65
18.36,,2013-12-11 03:00:00,-3.98,0.24,clear-night,0,0,,Clear,28.17,1386702000,0.0,6.206,341.0,,11.19
21.1,,2013-12-11 04:00:00,-3.98,0.24,clear-night,0,0,,Clear,28.17,1386705600,0.0,6.206,311.0,,6.72
18.94,,2013-12-11 05:00:00,-0.38,0.33,clear-night,0,0,1022.61,Clear,24.59,1386709200,0.0,6.206,150.0,,4.48
16.83,,2013-12-11 06:00:00,1.4,0.39,clear-night,0,0,,Clear,22.78,1386712800,0.0,6.206,180.0,,4.48
16.83,,2013-12-11 07:00:00,1.4,0.39,clear-night,0,0,,Clear,22.78,1386716400,0.0,6.206,161.0,,4.48
16.83,,2013-12-11 08:00:00,5.03,0.46,clear-night,0,0,1022.61,Clear,22.78,1386720000,,6.206,80.0,,4.48
33.75,,2013-12-11 09:00:00,5.14,0.29,clear-night,0,0,,Clear,33.75,1386723600,,6.206,187.0,4.99,2.61
29.72,,2013-12-11 10:00:00,2.26,0.24,clear-night,0,0,,Clear,35.68,1386727200,,6.206,217.0,8.99,7.33
32.48,,2013-12-11 11:00:00,1.51,0.21,clear-night,0,0,1020.7,Clear,38.43,1386730800,,6.206,224.0,12.01,8.37
33.86,,2013-12-11 12:00:00,-0.22,0.18,clear-night,0,0,,Clear,39.79,1386734400,,6.206,231.0,10.01,8.95
34.94,,2013-12-11 13:00:00,1.05,0.17,clear-night,0,0,,Clear,42.23,1386738000,,6.206,309.0,14.99,14.13
37.36,,2013-12-11 14:00:00,0.11,0.16,clear-night,0,0,1017.2,Clear,43.61,1386741600,,6.206,283.0,19.99,12.06
37.83,,2013-12-11 15:00:00,0.01,0.15,clear-night,0,0,,Clear,44.13,1386745200,,6.206,292.0,21.0,12.62
37.84,,2013-12-11 16:00:00,1.92,0.17,clear-night,0,0,,Clear,44.13,1386748800,,6.206,284.0,22.06,12.58
39.24,0.13,2013-12-11 17:00:00,2.46,0.18,partly-cloudy-night,0,0,1016.99,Partly Cloudy,42.77,1386752400,0.0,6.206,308.0,14.13,5.72
39.19,,2013-12-11 18:00:00,3.67,0.22,clear-night,0,0,,Clear,39.19,1386756000,0.0,6.206,0.0,13.05,2.08
39.19,,2013-12-11 19:00:00,4.51,0.23,clear-night,0,0,,Clear,39.19,1386759600,0.0,6.206,90.0,4.99,1.04
33.59,0.88,2013-12-11 20:00:00,-3.98,0.17,cloudy,0,0,1017.49,Overcast,37.16,1386763200,0.0,6.206,41.0,,4.48
31.49,,2013-12-11 21:00:00,-2.21,0.2,clear-night,0,0,,Clear,35.36,1386766800,0.0,6.206,71.0,,4.48
29.37,,2013-12-11 22:00:00,-2.21,0.21,clear-night,0,0,,Clear,33.55,1386770400,0.0,6.206,120.0,,4.48
25.17,,2013-12-11 23:00:00,1.4,0.29,clear-night,0,0,1017.31,Clear,29.94,1386774000,0.0,6.206,0.0,,4.48
21.03,,2013-12-12 00:00:00,-0.38,0.31,clear-night,0,0,,Clear,26.39,1386777600,0.0,6.206,341.0,,4.48
21.03,,2013-12-12 01:00:00,3.24,0.36,clear-night,0,0,,Clear,26.39,1386781200,0.0,6.206,0.0,,4.48
24.59,,2013-12-12 02:00:00,5.03,0.43,clear-night,0,0,1016.5,Clear,24.59,1386784800,0.0,6.206,,,0.0
14.73,,2013-12-12 03:00:00,5.03,0.5,clear-night,0,0,,Clear,20.97,1386788400,0.0,6.206,350.0,,4.48
10.28,,2013-12-12 04:00:00,5.03,0.54,clear-night,0,0,,Clear,19.17,1386792000,0.0,6.206,350.0,,6.72
10.28,,2013-12-12 05:00:00,5.03,0.54,clear-night,0,0,1017.89,Clear,19.17,1386795600,0.0,6.206,350.0,,6.72
17.39,,2013-12-12 06:00:00,6.78,0.43,clear-night,0,0,,Clear,26.39,1386799200,0.0,6.206,341.0,,8.96
17.25,,2013-12-12 07:00:00,-2.21,0.24,clear-night,0,0,,Clear,29.94,1386802800,0.0,6.206,350.0,,20.12
16.04,,2013-12-12 08:00:00,-11.19,0.16,clear-night,0,0,1021.62,Clear,29.94,1386806400,,6.206,341.0,,24.6
18.5,,2013-12-12 09:00:00,-14.8,0.12,clear-night,0,0,,Clear,31.79,1386810000,,6.206,350.0,35.78,24.6
17.5,,2013-12-12 10:00:00,-20.15,0.09,clear-night,0,0,,Windy,31.79,1386813600,,6.206,341.0,40.27,29.07
19.06,,2013-12-12 11:00:00,-18.41,0.1,clear-night,0,0,1023.28,Clear,31.79,1386817200,,6.206,341.0,33.54,22.38
21.39,,2013-12-12 12:00:00,-18.41,0.09,clear-night,0,0,,Clear,33.55,1386820800,,6.206,341.0,,22.38
20.35,,2013-12-12 13:00:00,-25.66,0.06,clear-night,0,0,,Windy,33.55,1386824400,,6.206,341.0,,26.84
20.35,,2013-12-12 14:00:00,-27.39,0.06,clear-night,0,0,1022.7,Windy,33.55,1386828000,,6.206,341.0,40.27,26.84
19.67,,2013-12-12 15:00:00,-25.66,0.07,clear-night,0,0,,Clear,31.79,1386831600,,6.206,341.0,35.78,20.12
17.25,,2013-12-12 16:00:00,-20.15,0.1,clear-night,0,0,,Clear,29.94,1386835200,,6.206,0.0,31.32,20.12
14.14,,2013-12-12 17:00:00,-20.15,0.12,clear-night,0,0,1023.92,Clear,26.39,1386838800,0.0,6.206,0.0,,15.65
15.18,,2013-12-12 18:00:00,-18.41,0.14,clear-night,0,0,,Clear,24.59,1386842400,0.0,6.206,11.0,,8.96
18.94,,2013-12-12 19:00:00,-16.59,0.15,clear-night,0,0,,Clear,24.59,1386846000,0.0,6.206,41.0,,4.48
16.83,0.0,2013-12-12 20:00:00,-14.8,0.18,clear-night,0,0,1025.22,Clear,22.78,1386849600,0.0,6.206,41.0,,4.48
20.97,,2013-12-12 21:00:00,-11.19,0.23,clear-night,0,0,,Clear,20.97,1386853200,0.0,6.206,20.0,,2.24
12.45,,2013-12-12 22:00:00,-11.19,0.23,clear-night,0,0,,Clear,20.97,1386856800,0.0,6.206,180.0,,6.72
17.38,,2013-12-12 23:00:00,-5.78,0.35,clear-night,0,0,1025.8,Clear,17.38,1386860400,0.0,6.206,90.0,,2.24
17.38,,2013-12-13 00:00:00,-7.62,0.32,clear-night,0,0,,Clear,17.38,1386864000,0.0,6.206,90.0,,2.24
12.45,,2013-12-13 01:00:00,-9.39,0.25,clear-night,0,0,,Clear,20.97,1386867600,0.0,6.206,210.0,,6.72
12.62,,2013-12-13 02:00:00,-5.78,0.32,clear-night,0,0,1026.39,Clear,19.17,1386871200,0.0,6.206,140.0,,4.48
16.83,,2013-12-13 03:00:00,-5.78,0.28,clear-night,0,0,,Clear,22.78,1386874800,0.0,6.206,200.0,,4.48
10.53,,2013-12-13 04:00:00,-3.98,0.38,clear-night,0,0,,Clear,17.38,1386878400,0.0,6.206,200.0,,4.48
8.46,,2013-12-13 05:00:00,-5.78,0.38,clear-night,0,0,1026.69,Clear,15.6,1386882000,0.0,6.206,330.0,,4.48
6.33,,2013-12-13 06:00:00,-5.78,0.41,clear-night,0,0,,Clear,13.76,1386885600,0.0,6.206,0.0,,4.48
13.76,,2013-12-13 07:00:00,-3.98,0.44,clear-night,0,0,,Clear,13.76,1386889200,0.0,6.206,11.0,,2.24
19.17,,2013-12-13 08:00:00,-2.21,0.38,clear-night,0,0,1028.42,Clear,19.17,1386892800,,6.206,11.0,,2.24
26.39,,2013-12-13 09:00:00,-2.21,0.28,clear-night,0,0,,Clear,26.39,1386896400,,6.206,,,0.0
29.94,,2013-12-13 10:00:00,-3.98,0.22,clear-night,0,0,,Clear,29.94,1386900000,,6.206,,,0.0
31.79,,2013-12-13 11:00:00,-13.03,0.13,clear-night,0,0,1027.8,Clear,31.79,1386903600,,6.206,200.0,,2.24
30.5,,2013-12-13 12:00:00,-7.22,0.17,clear-night,0,0,,Clear,33.23,1386907200,,6.206,134.0,6.0,3.15
30.45,,2013-12-13 13:00:00,-6.45,0.17,clear-night,0,0,,Clear,33.75,1386910800,,6.206,169.0,7.01,3.68
34.28,,2013-12-13 14:00:00,-6.09,0.16,clear-night,0,0,1024.42,Clear,36.52,1386914400,,6.206,191.0,4.99,3.11
31.82,,2013-12-13 15:00:00,-5.64,0.16,clear-night,0,0,,Clear,36.2,1386918000,,6.206,172.0,6.0,5.23
33.3,,2013-12-13 16:00:00,-4.79,0.17,clear-night,0,0,,Clear,36.2,1386921600,,6.206,186.0,4.0,3.65
31.77,,2013-12-13 17:00:00,-2.86,0.2,clear-night,0,0,1024.1,Clear,34.3,1386925200,0.0,6.206,191.0,3.11,3.11
24.47,,2013-12-13 18:00:00,-1.29,0.27,clear-night,0,0,,Clear,28.55,1386928800,0.0,6.206,23.0,6.0,3.68
24.2,,2013-12-13 19:00:00,-2.18,0.26,clear-night,0,0,,Clear,28.83,1386932400,0.0,6.206,20.0,7.01,4.19
24.9,,2013-12-13 20:00:00,-1.34,0.27,clear-night,0,0,1025.42,Clear,28.3,1386936000,0.0,6.206,35.0,6.0,3.15
27.46,,2013-12-13 21:00:00,-0.55,0.29,clear-night,0,0,,Clear,27.46,1386939600,0.0,6.206,50.0,1.04,1.04
24.71,,2013-12-13 22:00:00,0.28,0.34,clear-night,0,0,,Clear,24.71,1386943200,0.0,6.206,350.0,2.08,2.08
17.87,,2013-12-13 23:00:00,0.42,0.35,clear-night,0,0,1026.09,Clear,23.87,1386946800,0.0,6.206,3.0,6.0,4.69
23.33,,2013-12-14 00:00:00,1.75,0.39,clear-night,0,0,,Clear,23.33,1386950400,0.0,6.206,0.0,2.08,2.08
17.58,,2013-12-14 01:00:00,1.75,0.4,clear-night,0,0,,Clear,22.5,1386954000,0.0,6.206,348.0,3.65,3.65
15.26,,2013-12-14 02:00:00,1.25,0.4,clear-night,0,0,1026.39,Clear,21.68,1386957600,0.0,6.206,321.0,6.0,4.72
14.99,,2013-12-14 03:00:00,1.12,0.41,clear-night,0,0,,Clear,21.44,1386961200,0.0,6.206,358.0,8.99,4.72
17.44,,2013-12-14 04:00:00,-2.48,0.34,clear-night,0,0,,Clear,21.73,1386964800,0.0,6.206,355.0,4.0,3.15
21.73,,2013-12-14 05:00:00,-0.82,0.37,clear-night,0,0,1027.49,Clear,21.73,1386968400,0.0,6.206,330.0,2.08,2.08
13.78,,2013-12-14 06:00:00,-0.52,0.38,clear-night,0,0,,Clear,20.89,1386972000,0.0,6.206,350.0,7.01,5.23
13.81,,2013-12-14 07:00:00,-3.14,0.36,clear-night,0,0,,Clear,19.22,1386975600,0.0,6.206,7.0,4.0,3.65
15.69,,2013-12-14 08:00:00,-2.3,0.35,clear-night,0,0,1029.0,Clear,20.89,1386979200,,6.206,18.0,10.01,3.68
23.06,,2013-12-14 09:00:00,-2.0,0.28,clear-night,0,0,,Clear,26.68,1386982800,,6.206,129.0,4.0,3.15
24.94,,2013-12-14 10:00:00,-3.04,0.23,clear-night,0,0,,Clear,29.95,1386986400,,6.206,43.0,7.01,4.72
28.32,,2013-12-14 11:00:00,-9.08,0.15,clear-night,0,0,1029.58,Clear,33.23,1386990000,,6.206,32.0,7.01,5.23
30.76,,2013-12-14 12:00:00,-10.19,0.13,clear-night,0,0,,Clear,35.98,1386993600,,6.206,14.0,10.01,6.3
33.06,,2013-12-14 13:00:00,-10.89,0.12,clear-night,0,0,,Clear,37.59,1386997200,,6.206,44.0,8.99,5.76
36.56,,2013-12-14 14:00:00,-11.36,0.11,clear-night,0,0,1028.31,Clear,39.5,1387000800,,6.206,47.0,7.99,4.19
38.64,,2013-12-14 15:00:00,-11.0,0.1,clear-night,0,0,,Clear,40.86,1387004400,,6.206,70.0,3.65,3.65
35.71,,2013-12-14 16:00:00,-16.59,0.08,clear-night,0,0,,Clear,38.99,1387008000,,6.206,,,4.48
35.91,0.5,2013-12-14 17:00:00,-9.46,0.14,partly-cloudy-night,0,0,1029.21,Mostly Cloudy,35.91,1387011600,0.0,6.206,50.0,1.04,1.04
31.81,,2013-12-14 18:00:00,-6.85,0.18,clear-night,0,0,,Clear,31.81,1387015200,0.0,6.206,30.0,2.99,1.58
30.43,,2013-12-14 19:00:00,-5.03,0.21,clear-night,0,0,,Clear,30.43,1387018800,0.0,6.206,20.0,2.99,1.04
29.6,0.88,2013-12-14 20:00:00,-3.34,0.23,cloudy,0,0,1030.62,Overcast,29.6,1387022400,0.0,6.206,321.0,6.0,0.54
30.74,,2013-12-14 21:00:00,-4.07,0.22,clear-night,0,0,,Clear,30.74,1387026000,0.0,6.206,3.0,4.0,2.61
26.73,,2013-12-14 22:00:00,-2.18,0.24,clear-night,0,0,,Clear,30.48,1387029600,0.0,6.206,224.0,3.65,3.65
29.38,,2013-12-14 23:00:00,-2.2,0.25,clear-night,0,0,1032.19,Clear,29.38,1387033200,0.0,6.206,0.0,2.99,2.08
23.66,,2013-12-15 00:00:00,-0.52,0.28,clear-night,0,0,,Clear,28.83,1387036800,0.0,6.206,349.0,4.69,4.69
28.3,,2013-12-15 01:00:00,-1.79,0.27,clear-night,0,0,,Clear,28.3,1387040400,0.0,6.206,300.0,4.0,1.04
26.92,,2013-12-15 02:00:00,-0.62,0.3,clear-night,0,0,1032.82,Clear,26.92,1387044000,0.0,6.206,,2.99,0.0
18.95,,2013-12-15 03:00:00,-1.03,0.3,clear-night,0,0,,Clear,26.08,1387047600,0.0,6.206,346.0,6.26,6.26
17.47,,2013-12-15 04:00:00,-1.9,0.3,clear-night,0,0,,Clear,25.55,1387051200,0.0,6.206,6.0,7.99,7.33
19.27,,2013-12-15 05:00:00,-2.73,0.28,clear-night,0,0,1033.0,Clear,25.55,1387054800,0.0,6.206,21.0,5.23,5.23
19.86,,2013-12-15 06:00:00,-5.28,0.23,clear-night,0,0,,Clear,27.51,1387058400,0.0,6.206,22.0,7.3,7.3
20.32,,2013-12-15 07:00:00,-3.99,0.25,clear-night,0,0,,Clear,27.22,1387062000,0.0,6.206,14.0,6.26,6.26
20.84,0.63,2013-12-15 08:00:00,-3.89,0.26,partly-cloudy-day,0,0,1034.72,Mostly Cloudy,26.45,1387065600,0.0,6.206,11.0,7.01,4.72
25.96,,2013-12-15 09:00:00,-2.58,0.25,clear-night,0,0,,Clear,29.18,1387069200,,6.206,0.0,4.0,3.11
32.15,,2013-12-15 10:00:00,-3.4,0.21,clear-night,0,0,,Clear,32.15,1387072800,,6.206,15.0,4.0,2.61
33.62,0.25,2013-12-15 11:00:00,-4.19,0.17,partly-cloudy-day,0,0,1035.39,Partly Cloudy,35.98,1387076400,2.0,6.206,12.0,4.99,3.15
36.41,,2013-12-15 12:00:00,-5.19,0.15,clear-night,0,0,,Clear,38.43,1387080000,,6.206,2.0,4.99,3.15
38.97,,2013-12-15 13:00:00,-5.29,0.15,clear-night,0,0,,Clear,38.97,1387083600,,6.206,,4.0,1.04
40.32,0.25,2013-12-15 14:00:00,-4.84,0.14,partly-cloudy-day,0,0,1032.47,Partly Cloudy,40.32,1387087200,1.0,6.206,111.0,2.99,2.61
40.86,,2013-12-15 15:00:00,-2.97,0.15,clear-night,0,0,,Clear,40.86,1387090800,,6.206,173.0,4.99,1.58
36.56,,2013-12-15 16:00:00,-2.62,0.16,clear-night,0,0,,Clear,39.5,1387094400,,6.206,179.0,4.99,4.19
35.91,0.5,2013-12-15 17:00:00,-1.12,0.2,partly-cloudy-night,0,0,1033.4,Mostly Cloudy,35.91,1387098000,0.0,6.206,191.0,2.08,2.08
34.55,0.0,2013-12-15 18:00:00,1.05,0.24,clear-night,0,0,,Clear,34.55,1387101600,0.0,4.974,132.0,2.01,1.58
32.35,0.0,2013-12-15 19:00:00,4.77,0.31,clear-night,0,0,,Clear,32.35,1387105200,0.0,4.974,150.0,1.04,1.04
30.99,0.25,2013-12-15 20:00:00,4.72,0.32,partly-cloudy-night,0,0,1033.82,Partly Cloudy,30.99,1387108800,0.0,3.73,,0.0,0.0
29.91,0.0,2013-12-15 21:00:00,5.28,0.35,clear-night,0,0,,Clear,29.91,1387112400,0.0,3.73,,0.0,0.0
27.71,0.0,2013-12-15 22:00:00,5.51,0.38,clear-night,0,0,,Clear,27.71,1387116000,0.0,3.108,60.0,2.01,1.58
28.0,,2013-12-15 23:00:00,5.37,0.38,clear-night,0,0,1034.12,Clear,28.0,1387119600,0.0,3.108,50.0,1.04,1.04
26.63,0.0,2013-12-16 00:00:00,6.22,0.41,clear-night,0,0,,Clear,26.63,1387123200,0.0,3.73,,1.0,0.0
25.24,0.0,2013-12-16 01:00:00,5.05,0.41,clear-night,0,0,,Clear,25.24,1387126800,0.0,4.346,,1.0,0.0
26.08,,2013-12-16 02:00:00,5.96,0.42,clear-night,0,0,1033.23,Clear,26.08,1387130400,0.0,4.974,,1.0,0.0
24.71,0.0,2013-12-16 03:00:00,7.65,0.48,clear-night,0,0,,Clear,24.71,1387134000,0.0,4.346,0.0,7.99,1.04
22.81,0.0,2013-12-16 04:00:00,5.32,0.46,clear-night,0,0,,Clear,22.81,1387137600,0.0,4.346,0.0,2.99,2.08
21.98,,2013-12-16 05:00:00,5.88,0.49,clear-night,0,0,1031.68,Clear,21.98,1387141200,0.0,4.346,351.0,6.0,2.61
21.44,0.0,2013-12-16 06:00:00,4.81,0.48,clear-night,0,0,,Clear,21.44,1387144800,0.0,4.974,348.0,7.01,2.61
15.96,0.0,2013-12-16 07:00:00,5.69,0.49,clear-night,0,0,,Clear,21.73,1387148400,0.0,4.974,349.0,4.99,4.19
16.56,0.88,2013-12-16 08:00:00,5.37,0.5,cloudy,0,0,1032.3,Overcast,20.89,1387152000,0.0,4.974,0.0,4.0,3.11
23.11,0.0,2013-12-16 09:00:00,7.84,0.51,clear-day,0,0,,Clear,23.11,1387155600,0.0,4.974,4.0,6.0,2.61
